user_name,date,text,clean_text,sentiment,sentiment_score
Richard JR,2021-07-20 17:53:51,"#CovidIsNotOver #COVIDisAirborne #COVID #COVID19 #COVIDVaccination #CovidVaccine #covid19ab #covidlong #LongCovid #GetVaccinated 
👇👇
The Beta Variant: What Scientists Know https://t.co/whRnx0vpER",covidisnotover covidisairborne covid covid19 covidvaccination covidvaccine covid19ab covidlong longcovid getvaccinated the beta variant what scientists know https t co whrnx0vper,5 stars,5
Immunization Ambassadors,2021-04-26 16:05:05,"Show the world why you got the #CovidVaccine with our new #CancelCovid merch on https://t.co/mGZabL861a!  Tag us (@WhyIVax) in your #CovidVaccine pics and use the hashtags #CancelCovid + #WhyIVax for your chance to win a $100 giftcard, + 20% off our store! 💉💚 https://t.co/pS1EsibFXj",show the world why you got the covidvaccine with our new cancelcovid merch on https t co mgzabl861a tag us whyivax in your covidvaccine pics and use the hashtags cancelcovid whyivax for your chance to win a 100 giftcard 20 off our store https t co ps1esibfxj,5 stars,5
JenniferDeansBitch🇺🇸🥃😈🥗🧁🥤,2021-07-21 20:17:36,How sad. #COVID19 #CovidVaccine #covidisreal https://t.co/UY8nybLNwW,how sad covid19 covidvaccine covidisreal https t co uy8nyblnww,1 star,1
Fikskanin,2022-01-22 18:57:22,"@BidenInaugural @tomhanks Tom Hanks #COVID19 #covidvariant #COVID #CovidVaccine #OmicronVarient #Omikronwelle #VaxToTheMax #VaccinesWork #VaccineMandate #vaccine #antivax #antivaxx #MandatoryVaccination

Masks=loss of natural immunities
Vaccines=overriding of innate immunity
OUTCOME=NO VIRAL PROTECTION https://t.co/0Rzzihl5Ul",bideninaugural tomhanks tom hanks covid19 covidvariant covid covidvaccine omicronvarient omikronwelle vaxtothemax vaccineswork vaccinemandate vaccine antivax antivaxx mandatoryvaccination masks loss of natural immunities vaccines overriding of innate immunity outcome no viral protection https t co 0rzzihl5ul,1 star,1
mahamoud,2021-01-23 17:59:17,"#ajc here in georgia, some primairy providers got the vaccine and are refusing to let front line workers get it arg… https://t.co/szOdQ9sNeN",ajc here in georgia some primairy providers got the vaccine and are refusing to let front line workers get it arg https t co szodq9snen,1 star,1
The Emo Dragon 🎸🐉🖤,2021-08-09 14:18:39,"@joerogan Please check your info before talking about treatments or prophylactics for COVID on your podcast. 

I know you think you’re just a comedian but a lot of men look up to you unfortunately and you’ve gotta be careful man.

#COVID19 #CovidVaccine https://t.co/a7Worvrr2L",joerogan please check your info before talking about treatments or prophylactics for covid on your podcast i know you think you re just a comedian but a lot of men look up to you unfortunately and you ve gotta be careful man covid19 covidvaccine https t co a7worvrr2l,3 stars,3
The Pioneer,2021-01-12 11:44:31,#CoronaVaccine: The first batch of #Covishield vaccine vials reached Delhi's central storage facility at the Rajiv… https://t.co/25xGXGIR5Y,coronavaccine the first batch of covishield vaccine vials reached delhi s central storage facility at the rajiv https t co 25xgxgir5y,1 star,1
ThirdTimeLucky🌸🩸,2022-03-19 08:44:07,"Hey guys. If you ever feel down, remember that these sperm wasters exist. #Covid19UK #coronavirusuk #CovidVaccine #MasksOff https://t.co/dnufrPovul",hey guys if you ever feel down remember that these sperm wasters exist covid19uk coronavirusuk covidvaccine masksoff https t co dnufrpovul,1 star,1
Sonal 💙,2021-01-22 17:27:58,What a beautiful way to thank India and PM Modiji. Covid vaccine is nothing short of a sanjeevni booti for mankind.… https://t.co/PbkJlMQlbN,what a beautiful way to thank india and pm modiji covid vaccine is nothing short of a sanjeevni booti for mankind https t co pbkjlmqlbn,5 stars,5
IamHloniphani |🇿🇼|🇿🇦|🇰🇪|🇸🇳|🇸🇿|🇬🇲,2021-01-30 22:20:25,"Here's some data from the US on death and injuries after taking #CovidVaccine #VaccineforSouthAfrica
https://t.co/CvnwTZZQLd",here s some data from the us on death and injuries after taking covidvaccine vaccineforsouthafrica https t co cvnwtzzqld,3 stars,3
Andhravilas,2021-11-14 13:03:57,"Service to people is real religion: Venkaiah Naidu https://t.co/H9zia6kb0w #indiapolitics #Breakingnews #Tndiapolitics #AndhraPolitics #Aryan #NewsFeed #Mamata #CovidVaccine 

Nellore (Andhra Pradesh), Nov 14 - Vice President M. Venkaiah Naidu on Sunday said that service to pe…",service to people is real religion venkaiah naidu https t co h9zia6kb0w indiapolitics breakingnews tndiapolitics andhrapolitics aryan newsfeed mamata covidvaccine nellore andhra pradesh nov 14 vice president m venkaiah naidu on sunday said that service to pe,1 star,1
Camille,2022-02-16 10:15:52,Love how Matthew is laughing at Camilla’s utter stupidity &amp; ignorance #CovidVaccine #ThisMorning,love how matthew is laughing at camilla s utter stupidity amp ignorance covidvaccine thismorning,1 star,1
@Paul,2020-12-30 20:08:39,"So sad, fucking #COVID19 #CovidVaccine needed badly!
https://t.co/9Br9IZZYNl",so sad fucking covid19 covidvaccine needed badly https t co 9br9izzynl,1 star,1
PoliticalRuss3,2021-02-13 17:14:41,@USAJohnK @Linguino1 Is this true? @JoeBiden threatened to keep #COVIDVaccine from Florida????? #wtf,usajohnk linguino1 is this true joebiden threatened to keep covidvaccine from florida wtf,1 star,1
Mitr Manav,2020-11-18 13:53:40,"Better to donate ur money to poor &amp; needy during pandemic #COVID19  than waste it on movies!

Plz spend money wisel… https://t.co/wHoJLdr9Ek",better to donate ur money to poor amp needy during pandemic covid19 than waste it on movies plz spend money wisel https t co whojldr9ek,1 star,1
Linda-Gail Bekker,2021-02-20 18:01:46,What’s not to love about getting a #covidvaccine in your arm? #sisonke #vaccinesrollout https://t.co/7y76OD2EC5,what s not to love about getting a covidvaccine in your arm sisonke vaccinesrollout https t co 7y76od2ec5,5 stars,5
Chrystale Langford,2022-01-11 00:22:46,"The triplets are getting ready to  receive their first Covid vaccines. Social stories, behavioural support &amp; helping them understand the benefits has helped them with today. #AutismAwareness #educate #vaccination #CovidVaccine #Neurodiversity #StaySafe https://t.co/6c6qOYTry8",the triplets are getting ready to receive their first covid vaccines social stories behavioural support amp helping them understand the benefits has helped them with today autismawareness educate vaccination covidvaccine neurodiversity staysafe https t co 6c6qoytry8,5 stars,5
Zirva | She/her,2021-01-19 11:05:13,Looking forward to listening to @DrNighatArif answer Q&amp;As about the #covidvaccine on @bbcasiannetwork - Unfortunate… https://t.co/bBGsv1CcWO,looking forward to listening to drnighatarif answer q amp as about the covidvaccine on bbcasiannetwork unfortunate https t co bbgsv1ccwo,1 star,1
DRM Hubballi,2021-08-07 07:50:40,"Continue to follow COVID Appropriate behaviour even after taking the #CovidVaccine 
#WearAMask 
Maintain #SocialDistance 
#WashYourHands regularly.
#Unite2FightCorona https://t.co/N7ExenwAeX",continue to follow covid appropriate behaviour even after taking the covidvaccine wearamask maintain socialdistance washyourhands regularly unite2fightcorona https t co n7exenwaex,4 stars,4
Sabine Roach,2021-02-26 14:10:41,BionTech founder receives the German Federal Cross of Merit for his 'services to mankind'. His personal profit from… https://t.co/qFn53wmajA,biontech founder receives the german federal cross of merit for his services to mankind his personal profit from https t co qfn53wmaja,5 stars,5
Jonathan Tasini (Substack Working Life Newsletter),2021-12-26 17:17:24,"Bourla made $21 million in 2020. That's the blood money he pocketed while fleecing people on a whole other set of drugs--and also keeping lower-income countries from getting enough #CovidVaccine .
Trump, too, despite being a scam artist, with multiple bankruptcies... 2/",bourla made 21 million in 2020 that s the blood money he pocketed while fleecing people on a whole other set of drugs and also keeping lower income countries from getting enough covidvaccine trump too despite being a scam artist with multiple bankruptcies 2,1 star,1
Peter Bogaert,2021-04-27 10:25:21,"Time to start the #CovidNeurenbergprocess 
#COVID19 #coronavirus #CoronavirusIndia #CovidVaccine
https://t.co/e0tt2wb22R",time to start the covidneurenbergprocess covid19 coronavirus coronavirusindia covidvaccine https t co e0tt2wb22r,5 stars,5
@HealthierNWL,2021-12-08 09:20:00,"Today marks a year since the first Covid-19 vaccine was given in NW London, we’ve now given out over 3.6million to our community. 

Thank you to everyone involved.

Still need a vaccine? You can find details of all our vaccine centres at: https://t.co/JVLjrFbc1a
#covidvaccine",today marks a year since the first covid 19 vaccine was given in nw london we ve now given out over 3 6million to our community thank you to everyone involved still need a vaccine you can find details of all our vaccine centres at https t co jvljrfbc1a covidvaccine,5 stars,5
Bianca Cata Preta,2021-01-13 14:10:20,29 million doses of #CovidVaccine administered worldwide and Brazil remains behind on the vaccination schedule and… https://t.co/9dtgdvNyH9,29 million doses of covidvaccine administered worldwide and brazil remains behind on the vaccination schedule and https t co 9dtgdvnyh9,5 stars,5
自由情意#6376,2022-08-08 01:09:52,"Taiwan is witnessing declining newborns and rising deaths.
What’s the reason behind?
#covidvaccine #vaccinedeath  https://t.co/dVPM9NIjdM",taiwan is witnessing declining newborns and rising deaths what s the reason behind covidvaccine vaccinedeath https t co dvpm9nijdm,1 star,1
Kay,2021-01-23 02:58:19,Everyone don't take the Pfizer and Morenda vaccine! So many side effects and health complications reports from the… https://t.co/diHUMmW2aU,everyone don t take the pfizer and morenda vaccine so many side effects and health complications reports from the https t co dihummw2au,1 star,1
Robert Holden,2021-01-22 22:17:06,"Our city has to better use its resources, including more user-friendly technology and the city’s many senior center… https://t.co/dXdYYQLlcR",our city has to better use its resources including more user friendly technology and the city s many senior center https t co dxdyyqllcr,5 stars,5
Dr Peter Strouhal | Hands_Face_Space,2021-01-29 13:35:57,"@AllianceMedica1 
Sent round internal comms about just this potential problem
#CovidVaccine https://t.co/XgweNUIqio",alliancemedica1 sent round internal comms about just this potential problem covidvaccine https t co xgwenuiqio,1 star,1
Lageraemia,2021-07-10 16:38:46,"@drboothy @Telegraph Yeah, we ‘lumbered’ towards setting up an 8,000 dose per week vaccine clinic in community hall in under 2 weeks whilst still doing our day job at the same time. #NHS #CovidVaccine same old bollocks from the fuckwits at the Telegraph.",drboothy telegraph yeah we lumbered towards setting up an 8 000 dose per week vaccine clinic in community hall in under 2 weeks whilst still doing our day job at the same time nhs covidvaccine same old bollocks from the fuckwits at the telegraph,1 star,1
Pranay Upadhyaya,2021-01-28 11:35:33,India is the fastest country in world to achieve 1 million vaccination mark. So far 2.5 million individuals have be… https://t.co/5EWQsqLwHt,india is the fastest country in world to achieve 1 million vaccination mark so far 2 5 million individuals have be https t co 5ewqsqlwht,1 star,1
tony,2022-05-21 21:45:00,"@dr_benoy_n_shah One issue before they publish the editorial linking it to #COVID or #CovidVaccine 
There’s the problem with the current academic publishing model…. Still gotta pay them bills 😂",dr benoy n shah one issue before they publish the editorial linking it to covid or covidvaccine there s the problem with the current academic publishing model still gotta pay them bills,1 star,1
Rhianwyn,2021-02-16 07:23:40,"Another person asks the same question!
WHY is there No release of the #Covid 💉Side Effects &amp; Mortality-rate Stats?… https://t.co/lflYsXFLFh",another person asks the same question why is there no release of the covid side effects amp mortality rate stats https t co lflysxflfh,1 star,1
Npk,2020-11-18 02:16:09,"Today, it was difficult to wake up and go for coding, does this happen to anyone here?

#100DaysOfCode #TrendingNow… https://t.co/zOxP3A2Pci",today it was difficult to wake up and go for coding does this happen to anyone here 100daysofcode trendingnow https t co zoxp3a2pci,5 stars,5
Ryan Brewster,2021-01-13 23:09:34,"Because nothing is a bigger turn-on than someone whispering into your ear, ""herd immunity."" Pick up yours today and… https://t.co/IkYsdtkxZd",because nothing is a bigger turn on than someone whispering into your ear herd immunity pick up yours today and https t co ikysdtkxzd,1 star,1
The IZ Partnership,2021-11-08 18:06:30,There really is no compromise between life and death. Choose life for you and for those who love you. Get your #COVIDvaccine. #immunizeusa #COVID19 #vaccineswork #VaccinesSaveLives https://t.co/rBMk6O5ist,there really is no compromise between life and death choose life for you and for those who love you get your covidvaccine immunizeusa covid19 vaccineswork vaccinessavelives https t co rbmk6o5ist,5 stars,5
"Ain't Lyin' Ain't Tryin"" Donna B",2021-11-22 20:42:39,"I understand an #RCT, if done honestly, can provide a very useful analysis when you do not have a large population.  For the #CovidVaccine #RCT there are numerous factors: age, #comorbidities, dose amounts that can all affect the outcome.",i understand an rct if done honestly can provide a very useful analysis when you do not have a large population for the covidvaccine rct there are numerous factors age comorbidities dose amounts that can all affect the outcome,4 stars,4
Gisele Guenard,2021-08-08 12:18:58,"@fordnation : you will be implementing this, right? And yes, it should be #Canada wide. Ethics 101, basic #leadership . @CanadianPM @GovCanHealth #MandatoryVaccination #CovidVaccine #4thwave https://t.co/XmDypu3Uj4",fordnation you will be implementing this right and yes it should be canada wide ethics 101 basic leadership canadianpm govcanhealth mandatoryvaccination covidvaccine 4thwave https t co xmdypu3uj4,5 stars,5
plramirez,2021-11-11 15:57:10,"This is a meme.  It’s created to spark both humor and debate.  Of course I don’t believe that the #CovidVaccine #Booster would make anyone this ugly, on the outside.   

It only does this on the inside. https://t.co/WvEI3jWYNN",this is a meme it s created to spark both humor and debate of course i don t believe that the covidvaccine booster would make anyone this ugly on the outside it only does this on the inside https t co wvei3jwynn,1 star,1
TashaCNS,2021-07-29 01:03:06,"@sheimkelly @adielsi2 Thanks for reading so I don’t have to because I really don’t care. All nurses got required vaccines to even attend nursing school/clinical/employment. If nurses don’t want to be vaccinated, find another line of work. #CovidVaccine #WearAMask",sheimkelly adielsi2 thanks for reading so i don t have to because i really don t care all nurses got required vaccines to even attend nursing school clinical employment if nurses don t want to be vaccinated find another line of work covidvaccine wearamask,3 stars,3
WKSU,2021-03-25 17:26:54,The regular 2pm COVID-19 update from @GovMikeDeWine can be seen at https://t.co/8PDzeioRbb. #CovidVaccine #COVID19,the regular 2pm covid 19 update from govmikedewine can be seen at https t co 8pdzeiorbb covidvaccine covid19,3 stars,3
Michael,2022-01-16 17:26:11,"Since my booster shot, I've been having headaches #Moderna 
#COVID19 #CovidVaccine",since my booster shot i ve been having headaches moderna covid19 covidvaccine,1 star,1
NBBC #HandsFaceSpaceFreshAir,2021-06-15 16:15:08,Did you know if you are over 50 you can bring forward your second vaccination? Please respond when you are contacted by the National Booking Service or your GP. #CovidVaccine #SecondDose #GetVaccinated https://t.co/I6i7qonikp,did you know if you are over 50 you can bring forward your second vaccination please respond when you are contacted by the national booking service or your gp covidvaccine seconddose getvaccinated https t co i6i7qonikp,1 star,1
VaxBLR,2021-06-30 03:00:04,"45+ #RURAL #Bengaluru #CovidVaccine Availability for 30/06 at 08:30AM
FREE Slots 0
PAID Slots 0",45 rural bengaluru covidvaccine availability for 30 06 at 08 30am free slots 0 paid slots 0,1 star,1
Kevin Farmer,2022-02-08 04:24:17,"If it was a priority at the last election, why has it taken to the eve of the next election to be rushed through? #Unnecesssary waste of time when there are more important things to hurry up on - #AsylumSeekers #ClimateAction #CovidVaccine https://t.co/BdG2JahjXZ",if it was a priority at the last election why has it taken to the eve of the next election to be rushed through unnecesssary waste of time when there are more important things to hurry up on asylumseekers climateaction covidvaccine https t co bdg2jahjxz,1 star,1
Sara,2021-01-29 15:17:46,"woohoo, COVID #2!!! #vaccines #covid19 #covidvaccine #vaccinate @ University Hospitals Portage Medical Center https://t.co/FYp54p5Emz",woohoo covid 2 vaccines covid19 covidvaccine vaccinate university hospitals portage medical center https t co fyp54p5emz,1 star,1
Pirate,2021-03-12 16:35:10,"COVID vaccination update from Norway. 09.03.21

115 related vaccine deaths. 
296 serious side effects.
408,000 vacc… https://t.co/qJdK65hH2q",covid vaccination update from norway 09 03 21 115 related vaccine deaths 296 serious side effects 408 000 vacc https t co qjdk65hh2q,1 star,1
moneycontrol,2020-10-19 03:51:07,.@WHO has backed India &amp; South Africa's joint proposal at the WTO to ensure universal access to COVID19 vaccines. C… https://t.co/AnHY6vLFQv,who has backed india amp south africa s joint proposal at the wto to ensure universal access to covid19 vaccines c https t co anhy6vlfqv,4 stars,4
George Thomas,2021-01-20 14:34:33,Things are getting better. Which is good since the vaccination program in #Alabama is a farce. Anyone in Texas who… https://t.co/1nDnNxJHRY,things are getting better which is good since the vaccination program in alabama is a farce anyone in texas who https t co 1ndnnxjhry,3 stars,3
IR+Media,2021-02-09 21:33:54,Yes indeed! Let’s get started now. #CovidVaccine https://t.co/iJ7oIA2lbi,yes indeed let s get started now covidvaccine https t co ij7oia2lbi,5 stars,5
Vinisha Joshi,2021-08-16 12:58:09,"'United we stand, united we get jabbed'!

@UnitedAirlines_ announces mandatory vaccine shot for all its employees
#CovidVaccine 

https://t.co/FXHLz9E1Ub",united we stand united we get jabbed unitedairlines announces mandatory vaccine shot for all its employees covidvaccine https t co fxhlz9e1ub,1 star,1
BizProLeap,2020-10-13 20:13:42,The progress in the race for a COVID-19 vaccine to date has been nothing short of phenomenal. But what can the indu… https://t.co/DYLecQxpFS,the progress in the race for a covid 19 vaccine to date has been nothing short of phenomenal but what can the indu https t co dylecqxpfs,4 stars,4
Holly Soriano MFA,2021-01-22 04:26:30,My happy thought is week 36 #processedsugarfree and week 26 #processedcarbsfree.  It's been quite the journey.… https://t.co/kjY9R4mEgw,my happy thought is week 36 processedsugarfree and week 26 processedcarbsfree it s been quite the journey https t co kjy9r4megw,5 stars,5
Belfast Unionist,2021-11-15 10:06:22,"Jim Wells accepting that the policy of reopening night clubs has been a disaster.  
He now has to work out whether to support #CovidVaccine passports.

#Nolan on listen again at 9:55",jim wells accepting that the policy of reopening night clubs has been a disaster he now has to work out whether to support covidvaccine passports nolan on listen again at 9 55,1 star,1
Rachel Suter,2022-05-13 02:41:42,"Virus Expert Predicts When Pandemic Will End

#coronavirus #health #news #coronavirustips #covidvaccine
https://t.co/ng4Rwcdg8h",virus expert predicts when pandemic will end coronavirus health news coronavirustips covidvaccine https t co ng4rwcdg8h,1 star,1
haidar haidari,2021-06-15 05:35:40,"G7 leaders on Friday opened their first in-person talks in nearly two years, with an expected pledge to donate one billion #CovidVaccine doses to poor countries on the agenda in a show of Western democratic cohesion. https://t.co/BA42OirUBI",g7 leaders on friday opened their first in person talks in nearly two years with an expected pledge to donate one billion covidvaccine doses to poor countries on the agenda in a show of western democratic cohesion https t co ba42oirubi,1 star,1
Eddie “Danger” Coyle,2020-11-21 01:08:19,@6abc It means @PhillyMayor will push everyone else out of the way to get the vaccine for himself first… https://t.co/MKVNWS7HvG,6abc it means phillymayor will push everyone else out of the way to get the vaccine for himself first https t co mkvnws7hvg,1 star,1
SunSet Aley,2020-12-28 01:04:12,The virus is in the vaccine #CovidVaccine,the virus is in the vaccine covidvaccine,1 star,1
Michael,2021-02-12 14:45:51,"@nbc6 My parents were turned away at Walmart for a COVID vaccine, despite having an appointments and both being ove… https://t.co/w76wxoyHf9",nbc6 my parents were turned away at walmart for a covid vaccine despite having an appointments and both being ove https t co w76wxoyhf9,1 star,1
Eh!woza,2022-01-09 09:05:08,Pharmaceutical leaders admit 'we dismally failed' at global #Covidvaccine rollout https://t.co/lUAHeKkfEX,pharmaceutical leaders admit we dismally failed at global covidvaccine rollout https t co luahekkfex,1 star,1
Seattlegirl Reno,2022-02-06 00:25:41,"Biden marks 900,000 covid-19 deaths and urges: ‘Get vaccinated, get your kids vaccinated’ #CovidVaccine #WashYourHands
https://t.co/jzrOazRXKK",biden marks 900 000 covid 19 deaths and urges get vaccinated get your kids vaccinated covidvaccine washyourhands https t co jzroazrxkk,1 star,1
Susanna C,2021-07-25 19:51:46,Do your part for humanity. Please go get vaccinated #GetVaccinatedNow 🇿🇦 it will protect you and your loved ones #CovidIsNotOver #CovidVaccine https://t.co/GWfROxeg1I,do your part for humanity please go get vaccinated getvaccinatednow it will protect you and your loved ones covidisnotover covidvaccine https t co gwfroxeg1i,5 stars,5
Caitlin Fehrenbacher,2021-01-23 18:56:59,"Sorry, too excited to take a selfie. You’ll just have to use your imagination to picture me getting my first #CovidVaccine dose",sorry too excited to take a selfie you ll just have to use your imagination to picture me getting my first covidvaccine dose,1 star,1
World Second Source,2020-10-14 16:53:45,China National Biotec Group Co is in talks with officials about giving students headed abroad its experimental vacc… https://t.co/gioAoRKUSh,china national biotec group co is in talks with officials about giving students headed abroad its experimental vacc https t co gioaorkush,1 star,1
#GetVaxxed ⚡,2021-12-04 16:10:27,"This is what happens when, like here in #Florida, you turn vaccine distribution over to the vastly inefficient private sector.
#CovidVaccine https://t.co/piXD9Cdua7",this is what happens when like here in florida you turn vaccine distribution over to the vastly inefficient private sector covidvaccine https t co pixd9cdua7,1 star,1
MarianneMcQ,2021-08-03 01:00:21,Karma...never loses a game. Never. #CovidVaccine #COVID19 #CovidIsNotOver #COVIDIOTS  #GOPDeathCult #GOPDomesticTerrorists https://t.co/JutQmrmo72,karma never loses a game never covidvaccine covid19 covidisnotover covidiots gopdeathcult gopdomesticterrorists https t co jutqmrmo72,1 star,1
vaccinesearch,2021-03-04 15:49:33,"CVS Vaccine Phoenix AZ Arizona! Pfizer Time slots available. Switch to Thursday to see more times.

#COVIDvaccine… https://t.co/4ccZEBCLBI",cvs vaccine phoenix az arizona pfizer time slots available switch to thursday to see more times covidvaccine https t co 4cczebclbi,4 stars,4
Market News🇱🇰,2021-04-12 12:13:54,"Bhutan vaccinates 93% of adults in 16 days

#CovidVaccine #COVIDー19 #Covid_19 #COVID #coronavirus #vaccination
https://t.co/y0j1GfExoK",bhutan vaccinates 93 of adults in 16 days covidvaccine covid 19 covid 19 covid coronavirus vaccination https t co y0j1gfexok,1 star,1
TaylorSummers,2021-02-25 13:44:43,@justgeorgeous2 @GladysB @ScottMorrisonMP @GregHuntMP @PKelly_CBR Yes. We need a #COVIDVaccine we can trust. ppl ar… https://t.co/POXysTrOSJ,justgeorgeous2 gladysb scottmorrisonmp greghuntmp pkelly cbr yes we need a covidvaccine we can trust ppl ar https t co poxystrosj,1 star,1
🇨🇦Joe Hufnagel🇩🇪,2022-01-19 15:09:54,"@JustinTrudeau @CanadianPM @rcmpgrcpolice #COVID19 #CovidVaccine #HumanRights   What is happening in Canada 🇨🇦 is nothing more then unprecedented, you fools mentioned above will have your day! #thisisnotover https://t.co/yUi0CO2GVH",justintrudeau canadianpm rcmpgrcpolice covid19 covidvaccine humanrights what is happening in canada is nothing more then unprecedented you fools mentioned above will have your day thisisnotover https t co yui0co2gvh,1 star,1
Megan Fleet,2021-02-07 12:48:12,I’ve just had the AstraZeneca vaccine 🙊 #CovidVaccine,i ve just had the astrazeneca vaccine covidvaccine,1 star,1
Jonathan Lessuck,2021-01-23 02:40:30,"#DrFauci just confirmed that he was blocked from coming on @maddow by #Trump.
#COVID19 #CovidVaccine #FauciUnleashed",drfauci just confirmed that he was blocked from coming on maddow by trump covid19 covidvaccine fauciunleashed,1 star,1
Edward Anthony Rayne,2021-01-27 14:15:20,@BorisJohnson Try and THINK *more than* a few days ahead and get better advisers. #CovidVaccine will *only* reduce… https://t.co/QwfbheFwXJ,borisjohnson try and think more than a few days ahead and get better advisers covidvaccine will only reduce https t co qwfbhefwxj,2 stars,2
Antz,2021-02-08 18:01:34,I hope someone puts together a calendar of the sexy European officials taking off their clothes to get their vaccin… https://t.co/vZeOPo5I55,i hope someone puts together a calendar of the sexy european officials taking off their clothes to get their vaccin https t co vzeopo5i55,1 star,1
Madeleine Neerim,2021-02-21 09:44:16,"@9NewsAUS It is illegal for anyone who is NOT a doctor to be giving #health advice to the public. 

Anybody telling… https://t.co/Mzus7zCeuS",9newsaus it is illegal for anyone who is not a doctor to be giving health advice to the public anybody telling https t co mzus7zceus,1 star,1
Victor Romero #FAZE5,2020-11-18 05:04:53,Is it just me or Twitter just updated ? #funny #random #goodnight #TwitterUpdate #Gaming #Twitter #COVID19… https://t.co/u3dAFmrIUE,is it just me or twitter just updated funny random goodnight twitterupdate gaming twitter covid19 https t co u3dafmriue,1 star,1
Prasad Joshi,2022-07-07 03:07:40,"Centre reduces gap between 2nd &amp; booster doses of #CovidVaccine to 6 months from 9
 https://t.co/5PlEXAVJ7d
Download the TOI app now:
https://t.co/DD9DKditcz",centre reduces gap between 2nd amp booster doses of covidvaccine to 6 months from 9 https t co 5plexavj7d download the toi app now https t co dd9dkditcz,1 star,1
Case Western Reserve,2021-06-21 20:00:17,Time's almost up: There's one hour left to upload your #COVIDvaccine card for a shot at six months of free campus parking or a half year of #CWRU tuition! Snap a pic of your card and upload to https://t.co/besaNJdpMQ by 5 p.m. EDT! https://t.co/cgO6KroyL6,time s almost up there s one hour left to upload your covidvaccine card for a shot at six months of free campus parking or a half year of cwru tuition snap a pic of your card and upload to https t co besanjdpmq by 5 p m edt https t co cgo6kroyl6,1 star,1
B.D.C. I👸🏻Am Highly Blessed and Favoured by God,2020-09-13 04:55:00,"Yes👏🏻👏🏻👏🏻We are to be hold responsible if we don’t #WearMasks #MaintainSocialDistance #AvoidCrowds #StayHome 

I’m… https://t.co/kjXRgd5Umu",yes we are to be hold responsible if we don t wearmasks maintainsocialdistance avoidcrowds stayhome i m https t co kjxrgd5umu,1 star,1
NHS South East,2021-03-25 09:50:03,"If you've previously been offered a Covid vaccination appointment but didn't take it up, the offer is still valid.… https://t.co/ibBMpMIAg5",if you ve previously been offered a covid vaccination appointment but didn t take it up the offer is still valid https t co ibbmpmiag5,1 star,1
NatashaMangwende,2021-01-27 00:01:08,At first the government says Women that are breastfeeding cannot take the vaccine.But now They said it’s safe for t… https://t.co/kBRasX62Fl,at first the government says women that are breastfeeding cannot take the vaccine but now they said it s safe for t https t co kbrasx62fl,4 stars,4
🌈 朝倉有希子🌝🌚,2022-02-19 15:57:14,"#BBC Admits That Some #CovidVaccine's Were Created With #AIDS
#VAIDS
#VaccineSideEffects 
https://t.co/H0Irlurtbt",bbc admits that some covidvaccine s were created with aids vaids vaccinesideeffects https t co h0irlurtbt,1 star,1
Colleen,2021-11-09 02:55:14,Just got boosted in time for the holidays! 💉 #Covidvaccine https://t.co/LBwJxcfrhK,just got boosted in time for the holidays covidvaccine https t co lbwjxcfrhk,4 stars,4
Chad,2021-01-26 23:50:16,"@uTobian .Gov : 

- you may keep your business open.

- you may travel freely.

- you may walk your dog.

- you may… https://t.co/WRQpf0lZoU",utobian gov you may keep your business open you may travel freely you may walk your dog you may https t co wrqpf0lzou,1 star,1
When the Flame Turns Blue 🖤💛❤️,2021-07-29 23:06:04,"Jon Stewart On #CovidVaccine Science And The Wuhan Lab Theory
start at 2.47 to skip the fluffy stuff. 
Jon's humorous but cutting take: ""We owe a great debt to science for easing the suffering of this pandemic.... which was most likely caused by science!""
https://t.co/53f9hYHsW4",jon stewart on covidvaccine science and the wuhan lab theory start at 2 47 to skip the fluffy stuff jon s humorous but cutting take we owe a great debt to science for easing the suffering of this pandemic which was most likely caused by science https t co 53f9hyhsw4,1 star,1
Rahul,2021-06-22 05:10:42,"#CovidVaccine #COVID19Vic 
Wonderful 👍
Appreciate your efforts to focus on EWS 🙏 https://t.co/BWHxyfPnLi",covidvaccine covid19vic wonderful appreciate your efforts to focus on ews https t co bwhxyfpnli,5 stars,5
Curiosweety,2022-02-06 17:18:53,"#CovidVaccine #CoronaVaccine
This is so exciting... and like Covaxin it's tooally Indian 👌https://t.co/RCuoZTPnwM",covidvaccine coronavaccine this is so exciting and like covaxin it s tooally indian https t co rcuoztpnwm,5 stars,5
Sally Roberts,2021-02-13 18:25:14,"Spent today at a @stjohnambulance vaccination training day. Incredibly well organised, interactive and covid safe.… https://t.co/1gE8CPoURn",spent today at a stjohnambulance vaccination training day incredibly well organised interactive and covid safe https t co 1ge8cpourn,5 stars,5
The Newsmen,2021-10-24 09:17:51,"A rare nerve disorder that affects the feet, hands and limbs has been added to the list of possible side effects of the #AstraZeneca #CovidVaccine by #UK regulators, the Daily Mail reported.
https://t.co/cMhuYd9MzY",a rare nerve disorder that affects the feet hands and limbs has been added to the list of possible side effects of the astrazeneca covidvaccine by uk regulators the daily mail reported https t co cmhuyd9mzy,1 star,1
Sonny Chatrath,2020-11-09 14:44:53,"Some stocks in the Travel industry jumped as well. I am keeping 🤞

Pfizer , BioNTech SE  say #Covidvaccine is more… https://t.co/X1gUTubY1L",some stocks in the travel industry jumped as well i am keeping pfizer biontech se say covidvaccine is more https t co x1gutuby1l,3 stars,3
